,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,date,hour,weekday,month,season_label,weather_label,holiday_map
2562,2011-06-14 16:00:00,2,0,1,1,27.88,31.82,41,12.998,51,279,330,2011-06-14,16,Tuesday,June,Summer,sunny,non-holiday
2563,2011-06-14 17:00:00,2,0,1,3,26.24,31.06,50,19.0012,85,484,569,2011-06-14,17,Tuesday,June,Summer,rainly,non-holiday
2564,2011-06-14 18:00:00,2,0,1,1,25.42,31.06,51,22.0028,65,473,538,2011-06-14,18,Tuesday,June,Summer,sunny,non-holiday
2565,2011-06-14 19:00:00,2,0,1,1,26.24,31.06,50,23.9994,51,335,386,2011-06-14,19,Tuesday,June,Summer,sunny,non-holiday
2566,2011-06-14 20:00:00,2,0,1,1,24.6,31.06,56,11.0014,60,237,297,2011-06-14,20,Tuesday,June,Summer,sunny,non-holiday
2567,2011-06-14 21:00:00,2,0,1,1,24.6,31.06,56,19.9995,37,206,243,2011-06-14,21,Tuesday,June,Summer,sunny,non-holiday
2568,2011-06-14 22:00:00,2,0,1,1,23.78,27.275,60,15.0013,29,159,188,2011-06-14,22,Tuesday,June,Summer,sunny,non-holiday
2569,2011-06-14 23:00:00,2,0,1,1,22.96,26.515,68,15.0013,19,91,110,2011-06-14,23,Tuesday,June,Summer,sunny,non-holiday
2570,2011-06-15 00:00:00,2,0,1,1,22.96,26.515,64,23.9994,8,44,52,2011-06-15,00,Wednesday,June,Summer,sunny,non-holiday
2571,2011-06-15 01:00:00,2,0,1,1,22.14,25.76,64,19.0012,0,14,14,2011-06-15,01,Wednesday,June,Summer,sunny,non-holiday
2572,2011-06-15 02:00:00,2,0,1,1,21.32,25.0,63,15.0013,0,9,9,2011-06-15,02,Wednesday,June,Summer,sunny,non-holiday
2573,2011-06-15 03:00:00,2,0,1,1,20.5,24.24,68,16.9979,0,1,1,2011-06-15,03,Wednesday,June,Summer,sunny,non-holiday
2574,2011-06-15 04:00:00,2,0,1,1,20.5,24.24,63,19.0012,0,4,4,2011-06-15,04,Wednesday,June,Summer,sunny,non-holiday
2575,2011-06-15 05:00:00,2,0,1,1,19.68,23.485,67,19.0012,1,20,21,2011-06-15,05,Wednesday,June,Summer,sunny,non-holiday
2576,2011-06-15 06:00:00,2,0,1,1,20.5,24.24,63,16.9979,11,110,121,2011-06-15,06,Wednesday,June,Summer,sunny,non-holiday
2577,2011-06-15 07:00:00,2,0,1,1,22.14,25.76,60,8.9981,22,348,370,2011-06-15,07,Wednesday,June,Summer,sunny,non-holiday
2578,2011-06-15 08:00:00,2,0,1,1,23.78,27.275,53,8.9981,53,445,498,2011-06-15,08,Wednesday,June,Summer,sunny,non-holiday
2579,2011-06-15 09:00:00,2,0,1,1,24.6,31.06,49,0.0,22,185,207,2011-06-15,09,Wednesday,June,Summer,sunny,non-holiday
2580,2011-06-15 10:00:00,2,0,1,1,26.24,31.06,47,11.0014,27,108,135,2011-06-15,10,Wednesday,June,Summer,sunny,non-holiday
2581,2011-06-15 11:00:00,2,0,1,1,27.88,31.82,36,0.0,49,115,164,2011-06-15,11,Wednesday,June,Summer,sunny,non-holiday
2582,2011-06-15 12:00:00,2,0,1,1,28.7,31.82,34,15.0013,33,178,211,2011-06-15,12,Wednesday,June,Summer,sunny,non-holiday
2583,2011-06-15 13:00:00,2,0,1,1,30.34,32.575,28,19.0012,43,146,189,2011-06-15,13,Wednesday,June,Summer,sunny,non-holiday
2584,2011-06-15 14:00:00,2,0,1,1,30.34,32.575,28,0.0,50,128,178,2011-06-15,14,Wednesday,June,Summer,sunny,non-holiday
2585,2011-06-15 15:00:00,2,0,1,1,31.16,33.335,27,0.0,33,131,164,2011-06-15,15,Wednesday,June,Summer,sunny,non-holiday
2586,2011-06-15 16:00:00,2,0,1,1,31.16,33.335,27,8.9981,47,265,312,2011-06-15,16,Wednesday,June,Summer,sunny,non-holiday
2587,2011-06-15 17:00:00,2,0,1,1,30.34,32.575,28,7.0015,83,555,638,2011-06-15,17,Wednesday,June,Summer,sunny,non-holiday
2588,2011-06-15 18:00:00,2,0,1,1,29.52,32.575,32,8.9981,80,527,607,2011-06-15,18,Wednesday,June,Summer,sunny,non-holiday
2589,2011-06-15 19:00:00,2,0,1,1,28.7,31.82,37,19.0012,54,362,416,2011-06-15,19,Wednesday,June,Summer,sunny,non-holiday
2590,2011-06-15 20:00:00,2,0,1,1,27.06,31.06,44,11.0014,57,273,330,2011-06-15,20,Wednesday,June,Summer,sunny,non-holiday
2591,2011-06-15 21:00:00,2,0,1,1,26.24,31.06,47,15.0013,48,209,257,2011-06-15,21,Wednesday,June,Summer,sunny,non-holiday
2592,2011-06-15 22:00:00,2,0,1,1,25.42,31.06,50,7.0015,31,144,175,2011-06-15,22,Wednesday,June,Summer,sunny,non-holiday
2593,2011-06-15 23:00:00,2,0,1,1,25.42,31.06,53,0.0,17,90,107,2011-06-15,23,Wednesday,June,Summer,sunny,non-holiday
2594,2011-06-16 00:00:00,2,0,1,1,24.6,31.06,56,7.0015,9,38,47,2011-06-16,00,Thursday,June,Summer,sunny,non-holiday
2595,2011-06-16 01:00:00,2,0,1,1,23.78,27.275,60,0.0,4,13,17,2011-06-16,01,Thursday,June,Summer,sunny,non-holiday
2596,2011-06-16 02:00:00,2,0,1,1,24.6,31.06,56,6.0032,1,4,5,2011-06-16,02,Thursday,June,Summer,sunny,non-holiday
2597,2011-06-16 03:00:00,2,0,1,2,22.96,26.515,73,6.0032,0,4,4,2011-06-16,03,Thursday,June,Summer,cloudy,non-holiday
2598,2011-06-16 04:00:00,2,0,1,2,22.96,26.515,68,7.0015,0,6,6,2011-06-16,04,Thursday,June,Summer,cloudy,non-holiday
2599,2011-06-16 05:00:00,2,0,1,1,24.6,30.305,64,12.998,7,18,25,2011-06-16,05,Thursday,June,Summer,sunny,non-holiday
2600,2011-06-16 06:00:00,2,0,1,3,23.78,27.275,73,11.0014,8,104,112,2011-06-16,06,Thursday,June,Summer,rainly,non-holiday
2601,2011-06-16 07:00:00,2,0,1,3,22.96,26.515,78,11.0014,16,172,188,2011-06-16,07,Thursday,June,Summer,rainly,non-holiday
2602,2011-06-16 08:00:00,2,0,1,2,24.6,29.545,69,8.9981,24,364,388,2011-06-16,08,Thursday,June,Summer,cloudy,non-holiday
2603,2011-06-16 09:00:00,2,0,1,2,25.42,30.305,65,12.998,29,232,261,2011-06-16,09,Thursday,June,Summer,cloudy,non-holiday
2604,2011-06-16 10:00:00,2,0,1,2,27.06,31.06,61,16.9979,18,103,121,2011-06-16,10,Thursday,June,Summer,cloudy,non-holiday
2605,2011-06-16 11:00:00,2,0,1,2,27.88,31.82,61,19.9995,33,117,150,2011-06-16,11,Thursday,June,Summer,cloudy,non-holiday
2606,2011-06-16 12:00:00,2,0,1,1,29.52,33.335,54,26.0027,41,165,206,2011-06-16,12,Thursday,June,Summer,sunny,non-holiday
2607,2011-06-16 13:00:00,2,0,1,2,29.52,33.335,54,16.9979,37,114,151,2011-06-16,13,Thursday,June,Summer,cloudy,non-holiday
2608,2011-06-16 14:00:00,2,0,1,2,29.52,33.335,54,22.0028,39,114,153,2011-06-16,14,Thursday,June,Summer,cloudy,non-holiday
2609,2011-06-16 15:00:00,2,0,1,2,28.7,32.575,61,19.9995,32,127,159,2011-06-16,15,Thursday,June,Summer,cloudy,non-holiday
2610,2011-06-16 16:00:00,2,0,1,3,27.06,31.06,69,12.998,36,258,294,2011-06-16,16,Thursday,June,Summer,rainly,non-holiday
2611,2011-06-16 17:00:00,2,0,1,2,26.24,29.545,78,7.0015,42,230,272,2011-06-16,17,Thursday,June,Summer,cloudy,non-holiday
2612,2011-06-16 18:00:00,2,0,1,1,26.24,28.79,83,15.0013,26,299,325,2011-06-16,18,Thursday,June,Summer,sunny,non-holiday
2613,2011-06-16 19:00:00,2,0,1,1,25.42,28.79,83,19.0012,58,269,327,2011-06-16,19,Thursday,June,Summer,sunny,non-holiday
2614,2011-06-16 20:00:00,2,0,1,1,25.42,28.79,83,22.0028,25,176,201,2011-06-16,20,Thursday,June,Summer,sunny,non-holiday
2615,2011-06-16 21:00:00,2,0,1,3,25.42,28.79,83,16.9979,34,154,188,2011-06-16,21,Thursday,June,Summer,rainly,non-holiday
2616,2011-06-16 22:00:00,2,0,1,3,25.42,28.79,83,16.9979,24,127,151,2011-06-16,22,Thursday,June,Summer,rainly,non-holiday
2617,2011-06-16 23:00:00,2,0,1,3,24.6,28.03,83,16.9979,2,14,16,2011-06-16,23,Thursday,June,Summer,rainly,non-holiday
2618,2011-06-17 00:00:00,2,0,1,1,22.96,26.515,88,6.0032,3,21,24,2011-06-17,00,Friday,June,Summer,sunny,non-holiday
2619,2011-06-17 01:00:00,2,0,1,1,22.96,26.515,94,8.9981,4,19,23,2011-06-17,01,Friday,June,Summer,sunny,non-holiday
2620,2011-06-17 02:00:00,2,0,1,1,22.96,26.515,94,7.0015,2,11,13,2011-06-17,02,Friday,June,Summer,sunny,non-holiday
2621,2011-06-17 03:00:00,2,0,1,1,22.96,26.515,94,7.0015,1,5,6,2011-06-17,03,Friday,June,Summer,sunny,non-holiday
2622,2011-06-17 04:00:00,2,0,1,1,22.14,25.76,94,8.9981,1,5,6,2011-06-17,04,Friday,June,Summer,sunny,non-holiday
2623,2011-06-17 05:00:00,2,0,1,1,22.14,25.76,100,0.0,1,12,13,2011-06-17,05,Friday,June,Summer,sunny,non-holiday
2624,2011-06-17 06:00:00,2,0,1,1,22.96,26.515,94,0.0,8,89,97,2011-06-17,06,Friday,June,Summer,sunny,non-holiday
2625,2011-06-17 07:00:00,2,0,1,1,24.6,28.03,83,0.0,25,225,250,2011-06-17,07,Friday,June,Summer,sunny,non-holiday
2626,2011-06-17 08:00:00,2,0,1,2,24.6,28.03,83,0.0,28,426,454,2011-06-17,08,Friday,June,Summer,cloudy,non-holiday
2627,2011-06-17 09:00:00,2,0,1,1,28.7,32.575,58,12.998,28,196,224,2011-06-17,09,Friday,June,Summer,sunny,non-holiday
2628,2011-06-17 10:00:00,2,0,1,1,28.7,32.575,58,12.998,44,126,170,2011-06-17,10,Friday,June,Summer,sunny,non-holiday
2629,2011-06-17 11:00:00,2,0,1,1,27.88,31.82,69,16.9979,43,138,181,2011-06-17,11,Friday,June,Summer,sunny,non-holiday
2630,2011-06-17 12:00:00,2,0,1,1,28.7,32.575,65,16.9979,49,194,243,2011-06-17,12,Friday,June,Summer,sunny,non-holiday
2631,2011-06-17 13:00:00,2,0,1,1,30.34,34.09,62,19.0012,48,156,204,2011-06-17,13,Friday,June,Summer,sunny,non-holiday
2632,2011-06-17 14:00:00,2,0,1,1,31.16,34.85,52,12.998,73,142,215,2011-06-17,14,Friday,June,Summer,sunny,non-holiday
2633,2011-06-17 15:00:00,2,0,1,1,31.98,34.85,43,15.0013,62,181,243,2011-06-17,15,Friday,June,Summer,sunny,non-holiday
2634,2011-06-17 16:00:00,2,0,1,1,31.16,34.09,45,11.0014,69,286,355,2011-06-17,16,Friday,June,Summer,sunny,non-holiday
2635,2011-06-17 17:00:00,2,0,1,3,31.16,34.09,40,12.998,85,467,552,2011-06-17,17,Friday,June,Summer,rainly,non-holiday
2636,2011-06-17 18:00:00,2,0,1,3,31.16,34.09,40,12.998,62,388,450,2011-06-17,18,Friday,June,Summer,rainly,non-holiday
2637,2011-06-17 19:00:00,2,0,1,3,26.24,28.79,83,16.9979,53,275,328,2011-06-17,19,Friday,June,Summer,rainly,non-holiday
2638,2011-06-17 20:00:00,2,0,1,1,26.24,29.545,78,7.0015,40,192,232,2011-06-17,20,Friday,June,Summer,sunny,non-holiday
2639,2011-06-17 21:00:00,2,0,1,1,26.24,29.545,78,6.0032,49,159,208,2011-06-17,21,Friday,June,Summer,sunny,non-holiday
2640,2011-06-17 22:00:00,2,0,1,1,25.42,28.03,88,8.9981,48,127,175,2011-06-17,22,Friday,June,Summer,sunny,non-holiday
2641,2011-06-17 23:00:00,2,0,1,1,25.42,28.79,83,8.9981,37,141,178,2011-06-17,23,Friday,June,Summer,sunny,non-holiday
2642,2011-06-18 00:00:00,2,0,0,1,25.42,28.03,88,8.9981,21,83,104,2011-06-18,00,Saturday,June,Summer,sunny,non-holiday
2643,2011-06-18 01:00:00,2,0,0,1,25.42,28.79,83,7.0015,15,80,95,2011-06-18,01,Saturday,June,Summer,sunny,non-holiday
2644,2011-06-18 02:00:00,2,0,0,1,24.6,27.275,88,0.0,16,37,53,2011-06-18,02,Saturday,June,Summer,sunny,non-holiday
2645,2011-06-18 03:00:00,2,0,0,1,24.6,27.275,88,6.0032,4,16,20,2011-06-18,03,Saturday,June,Summer,sunny,non-holiday
2646,2011-06-18 04:00:00,2,0,0,1,24.6,27.275,88,6.0032,1,4,5,2011-06-18,04,Saturday,June,Summer,sunny,non-holiday
2647,2011-06-18 05:00:00,2,0,0,1,25.42,28.79,83,0.0,1,6,7,2011-06-18,05,Saturday,June,Summer,sunny,non-holiday
2648,2011-06-18 06:00:00,2,0,0,1,25.42,28.79,83,7.0015,9,18,27,2011-06-18,06,Saturday,June,Summer,sunny,non-holiday
2649,2011-06-18 07:00:00,2,0,0,1,26.24,29.545,78,8.9981,12,45,57,2011-06-18,07,Saturday,June,Summer,sunny,non-holiday
2650,2011-06-18 08:00:00,2,0,0,1,27.06,30.305,78,6.0032,28,103,131,2011-06-18,08,Saturday,June,Summer,sunny,non-holiday
2651,2011-06-18 09:00:00,2,0,0,1,28.7,32.575,61,15.0013,62,156,218,2011-06-18,09,Saturday,June,Summer,sunny,non-holiday
2652,2011-06-18 10:00:00,2,0,0,1,29.52,34.09,62,12.998,68,176,244,2011-06-18,10,Saturday,June,Summer,sunny,non-holiday
2653,2011-06-18 11:00:00,2,0,0,1,29.52,34.09,62,8.9981,134,270,404,2011-06-18,11,Saturday,June,Summer,sunny,non-holiday
2654,2011-06-18 12:00:00,2,0,0,1,30.34,34.85,66,6.0032,162,258,420,2011-06-18,12,Saturday,June,Summer,sunny,non-holiday
2655,2011-06-18 13:00:00,2,0,0,1,31.16,34.85,55,0.0,135,192,327,2011-06-18,13,Saturday,June,Summer,sunny,non-holiday
2656,2011-06-18 14:00:00,2,0,0,2,32.8,36.365,46,19.0012,138,196,334,2011-06-18,14,Saturday,June,Summer,cloudy,non-holiday
2657,2011-06-18 15:00:00,2,0,0,2,33.62,37.88,46,8.9981,153,214,367,2011-06-18,15,Saturday,June,Summer,cloudy,non-holiday
2658,2011-06-18 16:00:00,2,0,0,2,31.16,34.85,52,15.0013,193,275,468,2011-06-18,16,Saturday,June,Summer,cloudy,non-holiday
2659,2011-06-18 17:00:00,2,0,0,2,31.16,34.09,48,11.0014,210,239,449,2011-06-18,17,Saturday,June,Summer,cloudy,non-holiday
2660,2011-06-18 18:00:00,2,0,0,2,30.34,34.09,55,12.998,118,263,381,2011-06-18,18,Saturday,June,Summer,cloudy,non-holiday
2661,2011-06-18 19:00:00,2,0,0,2,30.34,33.335,51,7.0015,99,227,326,2011-06-18,19,Saturday,June,Summer,cloudy,non-holiday
2662,2011-06-18 20:00:00,2,0,0,2,29.52,33.335,58,8.9981,61,127,188,2011-06-18,20,Saturday,June,Summer,cloudy,non-holiday
2663,2011-06-18 21:00:00,2,0,0,2,29.52,34.09,66,7.0015,58,125,183,2011-06-18,21,Saturday,June,Summer,cloudy,non-holiday
2664,2011-06-18 22:00:00,2,0,0,2,29.52,34.09,62,8.9981,56,105,161,2011-06-18,22,Saturday,June,Summer,cloudy,non-holiday
2665,2011-06-18 23:00:00,2,0,0,2,29.52,34.09,62,0.0,53,97,150,2011-06-18,23,Saturday,June,Summer,cloudy,non-holiday
2666,2011-06-19 00:00:00,2,0,0,1,28.7,32.575,65,0.0,18,71,89,2011-06-19,00,Sunday,June,Summer,sunny,non-holiday
2667,2011-06-19 01:00:00,2,0,0,2,28.7,32.575,65,6.0032,17,59,76,2011-06-19,01,Sunday,June,Summer,cloudy,non-holiday
2668,2011-06-19 02:00:00,2,0,0,1,27.88,31.82,74,6.0032,13,59,72,2011-06-19,02,Sunday,June,Summer,sunny,non-holiday
2669,2011-06-19 03:00:00,2,0,0,2,27.06,30.305,78,8.9981,14,16,30,2011-06-19,03,Sunday,June,Summer,cloudy,non-holiday
2670,2011-06-19 04:00:00,2,0,0,2,27.06,31.06,74,8.9981,7,10,17,2011-06-19,04,Sunday,June,Summer,cloudy,non-holiday
2671,2011-06-19 05:00:00,2,0,0,2,27.06,30.305,78,0.0,7,12,19,2011-06-19,05,Sunday,June,Summer,cloudy,non-holiday
2672,2011-06-19 06:00:00,2,0,0,2,27.06,30.305,78,11.0014,11,22,33,2011-06-19,06,Sunday,June,Summer,cloudy,non-holiday
2673,2011-06-19 07:00:00,2,0,0,2,27.06,30.305,78,11.0014,35,36,71,2011-06-19,07,Sunday,June,Summer,cloudy,non-holiday
2674,2011-06-19 08:00:00,2,0,0,3,27.88,31.82,74,7.0015,25,59,84,2011-06-19,08,Sunday,June,Summer,rainly,non-holiday
2675,2011-06-19 09:00:00,2,0,0,2,27.88,31.82,74,7.0015,58,111,169,2011-06-19,09,Sunday,June,Summer,cloudy,non-holiday
2676,2011-06-19 10:00:00,2,0,0,2,28.7,32.575,61,7.0015,86,158,244,2011-06-19,10,Sunday,June,Summer,cloudy,non-holiday
2677,2011-06-19 11:00:00,2,0,0,2,29.52,33.335,58,6.0032,141,236,377,2011-06-19,11,Sunday,June,Summer,cloudy,non-holiday
2678,2011-06-19 12:00:00,2,0,0,2,30.34,34.09,55,6.0032,141,255,396,2011-06-19,12,Sunday,June,Summer,cloudy,non-holiday
2679,2011-06-19 13:00:00,2,0,0,2,30.34,33.335,51,0.0,149,214,363,2011-06-19,13,Sunday,June,Summer,cloudy,non-holiday
2680,2011-06-19 14:00:00,2,0,0,3,30.34,34.09,58,7.0015,124,193,317,2011-06-19,14,Sunday,June,Summer,rainly,non-holiday
2681,2011-06-19 15:00:00,2,0,0,2,30.34,34.09,55,7.0015,146,216,362,2011-06-19,15,Sunday,June,Summer,cloudy,non-holiday
2682,2011-06-19 16:00:00,2,0,0,2,31.16,34.09,48,0.0,121,257,378,2011-06-19,16,Sunday,June,Summer,cloudy,non-holiday
2683,2011-06-19 17:00:00,2,0,0,1,30.34,33.335,51,0.0,159,238,397,2011-06-19,17,Sunday,June,Summer,sunny,non-holiday
2684,2011-06-19 18:00:00,2,0,0,2,30.34,34.09,58,6.0032,78,218,296,2011-06-19,18,Sunday,June,Summer,cloudy,non-holiday
2685,2011-06-19 19:00:00,2,0,0,1,29.52,34.09,62,8.9981,94,217,311,2011-06-19,19,Sunday,June,Summer,sunny,non-holiday
2686,2011-06-19 20:00:00,2,0,0,1,28.7,32.575,70,12.998,86,146,232,2011-06-19,20,Sunday,June,Summer,sunny,non-holiday
2687,2011-06-19 21:00:00,2,0,0,1,27.88,31.82,79,8.9981,57,110,167,2011-06-19,21,Sunday,June,Summer,sunny,non-holiday
2688,2011-06-19 22:00:00,2,0,0,1,27.06,30.305,78,15.0013,38,114,152,2011-06-19,22,Sunday,June,Summer,sunny,non-holiday
2689,2011-06-19 23:00:00,2,0,0,1,27.06,30.305,78,12.998,14,78,92,2011-06-19,23,Sunday,June,Summer,sunny,non-holiday
2690,2011-07-01 00:00:00,3,0,1,1,27.06,31.06,50,0.0,20,48,68,2011-07-01,00,Friday,July,Fall,sunny,non-holiday
2691,2011-07-01 01:00:00,3,0,1,1,27.06,31.06,50,0.0,15,16,31,2011-07-01,01,Friday,July,Fall,sunny,non-holiday
2692,2011-07-01 02:00:00,3,0,1,1,25.42,30.305,69,0.0,6,7,13,2011-07-01,02,Friday,July,Fall,sunny,non-holiday
2693,2011-07-01 03:00:00,3,0,1,1,26.24,31.06,53,0.0,5,6,11,2011-07-01,03,Friday,July,Fall,sunny,non-holiday
2694,2011-07-01 04:00:00,3,0,1,1,25.42,31.06,57,0.0,1,5,6,2011-07-01,04,Friday,July,Fall,sunny,non-holiday
2695,2011-07-01 05:00:00,3,0,1,1,24.6,30.305,64,8.9981,3,27,30,2011-07-01,05,Friday,July,Fall,sunny,non-holiday
2696,2011-07-01 06:00:00,3,0,1,1,25.42,30.305,61,8.9981,11,97,108,2011-07-01,06,Friday,July,Fall,sunny,non-holiday
2697,2011-07-01 07:00:00,3,0,1,1,27.06,31.06,54,7.0015,25,218,243,2011-07-01,07,Friday,July,Fall,sunny,non-holiday
2698,2011-07-01 08:00:00,3,0,1,1,28.7,31.82,42,11.0014,39,453,492,2011-07-01,08,Friday,July,Fall,sunny,non-holiday
2699,2011-07-01 09:00:00,3,0,1,1,30.34,32.575,35,11.0014,58,202,260,2011-07-01,09,Friday,July,Fall,sunny,non-holiday
2700,2011-07-01 10:00:00,3,0,1,1,31.16,33.335,33,11.0014,61,109,170,2011-07-01,10,Friday,July,Fall,sunny,non-holiday
2701,2011-07-01 11:00:00,3,0,1,1,32.8,34.85,26,0.0,68,146,214,2011-07-01,11,Friday,July,Fall,sunny,non-holiday
2702,2011-07-01 12:00:00,3,0,1,1,32.8,34.85,26,0.0,83,180,263,2011-07-01,12,Friday,July,Fall,sunny,non-holiday
2703,2011-07-01 13:00:00,3,0,1,1,32.8,34.09,24,0.0,83,209,292,2011-07-01,13,Friday,July,Fall,sunny,non-holiday
2704,2011-07-01 14:00:00,3,0,1,1,33.62,34.85,23,12.998,78,225,303,2011-07-01,14,Friday,July,Fall,sunny,non-holiday
2705,2011-07-01 15:00:00,3,0,1,1,33.62,34.85,21,16.9979,82,299,381,2011-07-01,15,Friday,July,Fall,sunny,non-holiday
2706,2011-07-01 16:00:00,3,0,1,1,33.62,34.85,17,0.0,85,342,427,2011-07-01,16,Friday,July,Fall,sunny,non-holiday
2707,2011-07-01 17:00:00,3,0,1,1,33.62,34.85,21,12.998,99,362,461,2011-07-01,17,Friday,July,Fall,sunny,non-holiday
2708,2011-07-01 18:00:00,3,0,1,1,32.8,34.09,24,16.9979,98,324,422,2011-07-01,18,Friday,July,Fall,sunny,non-holiday
2709,2011-07-01 19:00:00,3,0,1,1,31.98,33.335,25,12.998,80,238,318,2011-07-01,19,Friday,July,Fall,sunny,non-holiday
2710,2011-07-01 20:00:00,3,0,1,1,29.52,32.575,42,15.0013,84,185,269,2011-07-01,20,Friday,July,Fall,sunny,non-holiday
2711,2011-07-01 21:00:00,3,0,1,1,28.7,31.82,45,12.998,69,149,218,2011-07-01,21,Friday,July,Fall,sunny,non-holiday
2712,2011-07-01 22:00:00,3,0,1,1,28.7,31.82,42,0.0,49,173,222,2011-07-01,22,Friday,July,Fall,sunny,non-holiday
2713,2011-07-01 23:00:00,3,0,1,1,27.88,31.82,47,6.0032,44,96,140,2011-07-01,23,Friday,July,Fall,sunny,non-holiday
2714,2011-07-02 00:00:00,3,0,0,1,27.88,31.82,47,6.0032,31,84,115,2011-07-02,00,Saturday,July,Fall,sunny,non-holiday
2715,2011-07-02 01:00:00,3,0,0,1,27.06,31.06,54,0.0,20,58,78,2011-07-02,01,Saturday,July,Fall,sunny,non-holiday
2716,2011-07-02 02:00:00,3,0,0,1,26.24,31.06,53,0.0,9,43,52,2011-07-02,02,Saturday,July,Fall,sunny,non-holiday
2717,2011-07-02 03:00:00,3,0,0,1,26.24,31.06,53,0.0,5,21,26,2011-07-02,03,Saturday,July,Fall,sunny,non-holiday
2718,2011-07-02 04:00:00,3,0,0,1,25.42,30.305,61,0.0,3,8,11,2011-07-02,04,Saturday,July,Fall,sunny,non-holiday
2719,2011-07-02 05:00:00,3,0,0,1,23.78,27.275,73,7.0015,1,13,14,2011-07-02,05,Saturday,July,Fall,sunny,non-holiday
2720,2011-07-02 06:00:00,3,0,0,1,25.42,30.305,69,7.0015,11,21,32,2011-07-02,06,Saturday,July,Fall,sunny,non-holiday
2721,2011-07-02 07:00:00,3,0,0,1,26.24,30.305,65,0.0,10,35,45,2011-07-02,07,Saturday,July,Fall,sunny,non-holiday
2722,2011-07-02 08:00:00,3,0,0,1,27.88,31.82,57,0.0,38,94,132,2011-07-02,08,Saturday,July,Fall,sunny,non-holiday
2723,2011-07-02 09:00:00,3,0,0,1,30.34,33.335,51,6.0032,55,124,179,2011-07-02,09,Saturday,July,Fall,sunny,non-holiday
2724,2011-07-02 10:00:00,3,0,0,1,32.8,35.605,36,0.0,103,168,271,2011-07-02,10,Saturday,July,Fall,sunny,non-holiday
2725,2011-07-02 11:00:00,3,0,0,1,32.8,35.605,36,6.0032,144,213,357,2011-07-02,11,Saturday,July,Fall,sunny,non-holiday
2726,2011-07-02 12:00:00,3,0,0,1,33.62,35.605,30,8.9981,142,232,374,2011-07-02,12,Saturday,July,Fall,sunny,non-holiday
2727,2011-07-02 13:00:00,3,0,0,1,33.62,35.605,30,7.0015,178,226,404,2011-07-02,13,Saturday,July,Fall,sunny,non-holiday
2728,2011-07-02 14:00:00,3,0,0,1,34.44,35.605,20,0.0,177,215,392,2011-07-02,14,Saturday,July,Fall,sunny,non-holiday
2729,2011-07-02 15:00:00,3,0,0,1,35.26,36.365,19,11.0014,168,163,331,2011-07-02,15,Saturday,July,Fall,sunny,non-holiday
2730,2011-07-02 16:00:00,3,0,0,1,36.08,37.12,22,15.0013,206,192,398,2011-07-02,16,Saturday,July,Fall,sunny,non-holiday
2731,2011-07-02 17:00:00,3,0,0,1,34.44,36.365,30,15.0013,179,170,349,2011-07-02,17,Saturday,July,Fall,sunny,non-holiday
2732,2011-07-02 18:00:00,3,0,0,1,33.62,35.605,30,19.0012,193,190,383,2011-07-02,18,Saturday,July,Fall,sunny,non-holiday
2733,2011-07-02 19:00:00,3,0,0,1,32.8,34.85,33,15.0013,156,149,305,2011-07-02,19,Saturday,July,Fall,sunny,non-holiday
2734,2011-07-02 20:00:00,3,0,0,1,31.16,34.09,45,19.0012,136,148,284,2011-07-02,20,Saturday,July,Fall,sunny,non-holiday
2735,2011-07-02 21:00:00,3,0,0,1,30.34,33.335,48,12.998,95,137,232,2011-07-02,21,Saturday,July,Fall,sunny,non-holiday
2736,2011-07-02 22:00:00,3,0,0,1,29.52,33.335,51,11.0014,78,123,201,2011-07-02,22,Saturday,July,Fall,sunny,non-holiday
2737,2011-07-02 23:00:00,3,0,0,1,29.52,33.335,54,19.0012,66,88,154,2011-07-02,23,Saturday,July,Fall,sunny,non-holiday
2738,2011-07-03 00:00:00,3,0,0,1,28.7,32.575,58,15.0013,47,97,144,2011-07-03,00,Sunday,July,Fall,sunny,non-holiday
2739,2011-07-03 01:00:00,3,0,0,2,28.7,32.575,61,11.0014,23,55,78,2011-07-03,01,Sunday,July,Fall,cloudy,non-holiday
2740,2011-07-03 02:00:00,3,0,0,1,28.7,32.575,58,12.998,19,50,69,2011-07-03,02,Sunday,July,Fall,sunny,non-holiday
2741,2011-07-03 03:00:00,3,0,0,3,27.88,31.82,65,6.0032,8,25,33,2011-07-03,03,Sunday,July,Fall,rainly,non-holiday
2742,2011-07-03 04:00:00,3,0,0,3,27.88,31.82,65,6.0032,3,2,5,2011-07-03,04,Sunday,July,Fall,rainly,non-holiday
2743,2011-07-03 05:00:00,3,0,0,3,25.42,28.79,83,12.998,0,1,1,2011-07-03,05,Sunday,July,Fall,rainly,non-holiday
2744,2011-07-03 06:00:00,3,0,0,2,25.42,27.275,94,6.0032,0,3,3,2011-07-03,06,Sunday,July,Fall,cloudy,non-holiday
2745,2011-07-03 07:00:00,3,0,0,2,26.24,28.79,89,12.998,3,22,25,2011-07-03,07,Sunday,July,Fall,cloudy,non-holiday
2746,2011-07-03 08:00:00,3,0,0,1,27.88,31.82,79,15.0013,39,53,92,2011-07-03,08,Sunday,July,Fall,sunny,non-holiday
2747,2011-07-03 09:00:00,3,0,0,1,28.7,33.335,74,16.9979,82,99,181,2011-07-03,09,Sunday,July,Fall,sunny,non-holiday
